RANGO_INICIAL;RANGO_FINAL;DEPARTAMENTO;CIUDAD;SERVICIO
WWA001;WWA500;TOLIMA;GUAMO;PUBLICO
WWA501;WWA999;TOLIMA;GUAMO;PUBLICO
WWE000;WWF000;TOLIMA;HONDA;PUBLICO
WWF001;WWG000;TOLIMA;HONDA;PUBLICO
WWJ001;WWJ900;TOLIMA;GUAMO;PUBLICO
WWJ901;WWJ999;TOLIMA;LERIDA;PUBLICO
WXA051;WXB050;TOLIMA;ESPINAL;PUBLICO
WXG000;WXG500;TOLIMA;PURIFICACION;PUBLICO
WXG501;WXH000;TOLIMA;PURIFICACION;PUBLICO
WYA000;WYA100;TOLIMA;GUAYABAL;PUBLICO
WYA101;WYA600;TOLIMA;GUAYABAL;PUBLICO
WYG000;WYG500;TOLIMA;CHAPARRAL;PUBLICO
WYG501;WYH500;TOLIMA;CHAPARRAL;PUBLICO
WYH501;WYI999;TOLIMA;CHAPARRAL;PUBLICO
WYJ001;WYJ999;TOLIMA;GUAYABAL;PUBLICO
WZA000;WZA405;TOLIMA;LIBANO;PUBLICO
WZA406;WZB805;TOLIMA;LIBANO;PUBLICO
WZC000;WZD200;TOLIMA;MELGAR;PUBLICO
WZD201;WZD500;TOLIMA;MELGAR;PUBLICO
WZE000;WZE280;TOLIMA;MARIQUITA;PUBLICO
WZE281;WZE580;TOLIMA;MARIQUITA;PUBLICO
WZF000;WZF270;TOLIMA;FRESNO;PUBLICO
WZF271;WZF570;TOLIMA;FRESNO;PUBLICO
WZG000;WZG025;CUNDINAMARCA;CHOCONTA;PUBLICO
WZG026;WZJ999;CUNDINAMARCA;CHOCONTA;PUBLICO
WZX000;WZZ999;TOLIMA;MELGAR;PUBLICO
XAA000;XAE750;BOYACA;TUNJA;PUBLICO
XAJ001;XAJ999;BOYACA;TUNJA;PUBLICO
XAK000;XAL750;BOYACA;SOGAMOSO;PUBLICO
XEJ001;XEJ088;NARINO;IPIALES;PUBLICO
XEJ089;XEO999;NARINO;IPIALES;PUBLICO
XFA000;XFA300;BOYACA;GUATEQUE;PUBLICO
XFA301;XFA800;BOYACA;GUATEQUE;PUBLICO
XFJ001;XFJ999;BOYACA;GUATEQUE;PUBLICO
XGA000;XGB050;BOYACA;SOGAMOSO;PUBLICO
XGB051;XGD050;BOYACA;SOGAMOSO;PUBLICO
XGJ001;XGJ999;BOYACA;SOGAMOSO;PUBLICO
XHA851;XHC850;BOYACA;CHIQUINQUIRA;PUBLICO
XIA000;XIB700;BOYACA;DUITAMA;PUBLICO
XIB701;XIE700;BOYACA;DUITAMA;PUBLICO
XIJ001;XIJ999;BOYACA;DUITAMA;PUBLICO
XJE000;XJF000;BOYACA;PUERTO BOYAC;PUBLICO
XJF001;XJG000;BOYACA;PUERTO BOYAC;PUBLICO
XKA000;XKJ999;SANTANDER;BUCARAMANGA;PUBLICO
XLA000;XLI999;SANTANDER;BUCARAMANGA;PUBLICO
XLJ000;XLJ500;SANTANDER;BUCARAMANGA;PUBLICO
XLJ501;XLM500;SANTANDER;BUCARAMANGA;PUBLICO
XMA000;XMJ999;SANTANDER;BUCARAMANGA;PUBLICO
XNA000;XNJ999;SANTANDER;BUCARAMANGA;PUBLICO
XOA000;XOJ999;SANTANDER;BUCARAMANGA;PUBLICO
XPA000;XPJ999;SANTANDER;BUCARAMANGA;PUBLICO
XPK000;XPK999;HUILA;LA PLATA;PUBLICO
XQA000;XQJ999;SANTANDER;BUCARAMANGA;PUBLICO
XRA000;XRJ999;SANTANDER;BUCARAMANGA;PUBLICO
XSA000;XSJ999;SANTANDER;BUCARAMANGA;PUBLICO
XTJ001;XTJ120;SANTANDER;S VICEN CHUC;PUBLICO
XTJ121;XTJ320;SANTANDER;S VICEN CHUC;PUBLICO
XUA000;XUA405;SANTANDER;MALAGA;PUBLICO
XUE000;XUF077;SANTANDER;SOCORRO;PUBLICO
XUF078;XUG077;SANTANDER;SOCORRO;PUBLICO
XUJ001;XUJ705;SANTANDER;MALAGA;PUBLICO
XUJ706;XUJ999;SANTANDER;MALAGA;PUBLICO
XUK000;XUZ999;SANTANDER;MALAGA;PUBLICO
XVA000;XVA392;SANTANDER;SAN GIL;PUBLICO
XVA393;XVB792;SANTANDER;SAN GIL;PUBLICO
XVH000;XVI999;SANTANDER;FLORIDABLANC;PUBLICO
XVJ001;XVJ999;SANTANDER;SAN GIL;PUBLICO
XVK000;XVT999;SANTANDER;FLORIDABLANC;PUBLICO
XWA000;XWA850;SANTANDER;BARRANCABERM;PUBLICO
XWA851;XWC850;SANTANDER;BARRANCABERM;PUBLICO
XWJ001;XWJ999;SANTANDER;BARRANCABERM;PUBLICO
XXA000;XXA320;SANTANDER;BARBOSA;PUBLICO
XXA321;XXB620;SANTANDER;BARBOSA;PUBLICO
XXJ001;XXJ999;SANTANDER;BARBOSA;PUBLICO
XYB000;XYC000;CAQUETA;FLORENCIA;PUBLICO
XYC001;XYD000;CAQUETA;FLORENCIA;PUBLICO
XYG000;XYG256;AMAZONAS;LETICIA;PUBLICO
XYG257;XYG456;AMAZONAS;LETICIA;PUBLICO
XYI000;XYI196;GUAINIA;PUERTO INIRI;PUBLICO
XYI197;XYI496;GUAINIA;PUERTO INIRI;PUBLICO
XYJ001;XYJ351;CHOCO;QUIBDO;PUBLICO
XYJ352;XYJ751;CHOCO;QUIBDO;PUBLICO
XZB000;XZB946;PUTUMAYO;MOCOA;PUBLICO
XZB947;XZB999;PUTUMAYO;MOCOA;PUBLICO
XZC947;XZC999;PUTUMAYO;MOCOA;PUBLICO
XZD000;XZE600;SN ANDRESY;SAN ANDRES;PUBLICO
XZE701;XZF999;SN ANDRESY;SAN ANDRES;PUBLICO
XZG000;XZG250;VAUPES;S JOSE GUAVI;PUBLICO
XZG251;XZG550;VAUPES;S JOSE GUAVI;PUBLICO
XZH000;XZH256;VICHADA;PUERTO CARRE;PUBLICO
XZH257;XZH556;VICHADA;PUERTO CARRE;PUBLICO
XZJ001;XZJ526;INT. DE ARAU;ARAUCA;PUBLICO
XZJ527;XZJ999;INT. DE ARAU;ARAUCA;PUBLICO
XZK000;XZK999;PUTUMAYO;MOCOA;PUBLICO
YAA000;YAA499;CORDOBA;LORICA;PUBLICO
YAA500;YAA699;CORDOBA;SAHAGUN;PUBLICO
YAB000;YAK999;VALLE;CALI;PUBLICO
YAP000;YAT999;VALLE;YUMBO;PUBLICO
YAU000;YAY999;ARUCA;EL ALISAL;PUBLICO
YAZ000;YAZ999;SN ANDRESY;SAN ANDRES;PUBLICO
YCK000;YCN999;CORDOBA;CHINU;PUBLICO
YHK000;YHN999;CORDOBA;CERETE;PUBLICO
ZAA000;ZAG999;VALLE;ZARZAL;PARTICULAR
ZAN000;ZAP499;SN ANDRESY;SAN ANDRES;PARTICULAR
ZAQ000;ZAU999;VALLE;ZARZAL;PARTICULAR
ZBS000;ZBV999;ANTIOQUIA;FRONTINO;PUBLICO
ZCA000;ZCH999;SUCRE;SINCELEJO;PARTICULAR
ZCR000;ZCS999;SANTANDER;SOCORRO;PARTICULAR
ZCW000;ZCZ999;CESAR;AGUSTIN CODA;PUBLICO
ZDA000;ZDZ999;VALLE;ANDALUCIA;PUBLICO
ZGA000;ZGE999;BOYACA;SOGAMOSO;PARTICULAR
ZGO000;ZGR999;SANTANDER;SAN GIL;PARTICULAR
ZIA000;ZIY999;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
ZIZ000;ZJF999;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
ZJG000;ZJG299;VAUPES;S JOSE GUAVI;PARTICULAR
ZJG300;ZJH999;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
ZKI000;ZKI299;CUNDINAMARCA;GUADAL CENTR;PUBLICO
ZLA000;ZLA499;CALDAS;SALAMINA;PARTICULAR
ZMA000;ZMK999;MAGDALENA;SANTA MARTA;PARTICULAR
ZNK000;ZNQ999;VALLE;EL CERRITO;PUBLICO
ZOA000;ZPN999;CUNDINAMARCA;SOACHA;PARTICULAR
ZRK000;ZRO999;RISARALDA;ST ROSA DCA;PARTICULAR
ZTA000;ZTA499;BOYACA;SOATA;PARTICULAR
ZTH000;ZTI999;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
ZVC000;ZVC299;SANTANDER;S VICEN CHUC;PARTICULAR
ZVL000;ZVN999;VALLE;SEVILLA;PARTICULAR
